x, y
-5.786819181278814, 0.019201008179752947
-5.400100383783156, 0.017318363615614955
-4.837762492163597, 0.015603726006004614
-4.363412640088633, 0.014408923071083525
-3.8606693516734767, 0.013978048478105536
-3.4606866659306483, 0.015356255636566283
-3.0651658058984226, 0.017123439168710147
-2.725707148794154, 0.018631102187634713
-2.371233723503958, 0.019727867380884365
-1.9638360612204897, 0.020793618673705324
-1.3242581011026164, 0.021447491171895584
-0.8631230153654306, 0.02129460297006837
-0.44065416765356247, 0.021225826694334263
-0.05148802908795158, 0.021099464090251114
0.32551824830298415, 0.02019316954766733
0.7067995908777212, 0.018316179111128747
1.1384566674237604, 0.01586743165813577
1.5457813763764472, 0.014038065046128955
1.9777020576243771, 0.011800812528205938
2.4247629867871794, 0.010586151133795539
2.871837533905061, 0.010465097592854997
3.269444859197641, 0.011300715540446114
3.6229008287012032, 0.012300739448483478
4.094748381530357, 0.01305623342920374
4.540357053055068, 0.014431302965853654
4.975511025923238, 0.016985785562651012
5.274893986651486, 0.019857850697017877
5.449304973617645, 0.022813542202492203
5.601890269436106, 0.026064724726061955
5.675092614253428, 0.028411653516835323
5.811104858740466, 0.03211254499085949